from,to,comm_from,comm_to
42450,24432,2,2
148806,93947,1,1
148806,130455,1,1
170509,155947,2,2
103605,105352,1,1
103605,105352,1,1
155585,166704,1,1
170509,149869,2,2
132066,21107,2,2
74677,17446,1,1
57866,102864,1,1
173616,173494,1,1
73021,146227,1,1
73021,36386,1,1
59285,137913,1,1
59285,59285,1,1
137913,59285,1,1
137913,167791,1,1
137913,106016,1,1
137913,142169,1,1
69720,167192,1,1
73021,131635,1,1
81563,10368,1,1
81563,124721,1,1
51175,149869,2,2
44497,149869,2,2
13358,123851,1,1
32438,131510,1,1
132625,69862,2,2
132625,128852,2,1
115969,124540,1,1
46756,10368,1,1
46756,124721,1,1
170646,128180,2,2
27435,22553,1,1
73021,130523,1,1
107756,17270,1,1
107756,17270,1,1
124003,53787,1,1
170646,149869,2,2
36898,167791,1,1
28426,107474,2,1
28426,9399,2,1
164704,164704,1,1
164704,164704,1,1
44497,151275,2,2
4346,167192,1,1
9399,107474,1,1
9399,9399,1,1
9399,1524,1,1
9399,9399,1,1
312,89415,2,2
38128,167192,1,1
120195,108373,1,1
59285,51874,1,1
59285,59285,1,1
59709,167192,1,1
170646,76105,2,2
38128,167192,1,1
170646,149869,2,2
73021,13969,1,1
73021,169814,1,1
26707,26707,2,2
73021,17270,1,1
73021,21866,1,1
26707,26707,2,2
26707,26707,2,2
26707,26707,2,2
26707,26707,2,2
170646,149869,2,2
73021,13969,1,1
73021,144217,1,1
170646,174293,2,2
143212,54499,1,1
143212,15567,1,1
143212,146328,1,1
73021,17270,1,1
73021,17270,1,1
75766,42450,2,2
73021,58523,1,1
82810,97338,1,1
53787,102864,1,1
73021,71714,1,1
73021,173240,1,1
45571,87062,2,2
142169,51874,1,1
142169,59285,1,1
73021,150180,1,1
5536,1179,2,1
51874,59285,1,1
51874,137913,1,1
51874,106016,1,1
51874,142169,1,1
73021,17270,1,1
73021,86878,1,1
73021,102864,1,1
73021,102864,1,1
73021,161671,1,1
129921,120328,1,1
130867,167192,1,1
166239,93947,1,1
3918,159037,1,1
121867,58670,1,1
11397,159037,1,1
53079,77495,1,1
121867,167192,1,1
74859,102864,1,1
31873,96001,1,1
31873,146413,1,1
31873,159037,1,1
20111,122268,1,1
51175,69862,2,2
51175,128852,2,1
59709,146227,1,1
59709,114447,1,1
89973,69992,1,1
155109,102576,1,1
155109,111130,1,1
165774,159037,1,1
36775,92924,1,1
36775,174784,1,1
78500,102864,1,1
111350,41640,1,1
111350,102864,1,1
59709,126984,1,1
155109,156872,1,1
36775,167192,1,1
30732,102864,1,1
30732,48347,1,1
125157,162553,1,1
69862,128852,2,1
173661,159037,1,1
173661,163817,1,1
10129,102864,2,1
10129,44428,2,1
10129,150180,2,1
41971,167192,1,1
78500,1976,1,1
57130,124540,1,1
32300,123851,1,1
22372,23398,1,1
78500,17270,1,1
78500,102576,1,1
78500,111130,1,1
5409,23398,1,1
93682,100702,1,1
25239,42450,2,2
130523,102864,1,1
34646,168182,1,1
159037,159037,1,1
109012,125819,1,1
34646,146227,1,1
34646,36386,1,1
109988,92520,1,1
20396,89415,2,2
109012,133669,1,1
13969,78979,1,1
74677,150991,1,1
13969,96001,1,1
13969,146413,1,1
13969,159037,1,1
95205,168182,1,1
16271,32018,1,1
16271,16271,1,1
124003,92520,1,1
32438,58670,1,1
74677,78979,1,1
37272,146227,1,1
37272,36386,1,1
15276,43056,1,1
14652,10322,1,1
14652,10322,1,1
14652,116479,1,1
136402,92520,1,1
89973,159037,1,1
116985,102864,1,1
97439,92520,1,1
13969,69992,1,1
31873,32018,1,1
31873,16271,1,1
38128,32018,1,1
38128,16271,1,1
48937,92520,1,1
74677,10368,1,1
74677,124721,1,1
111857,16271,1,1
1887,125720,1,1
41971,155977,1,1
32018,16271,1,1
13969,58670,1,1
138688,89415,2,2
53983,168182,1,1
61431,122268,1,1
102864,146227,1,1
102864,36386,1,1
154551,168182,1,1
6808,151159,1,1
97573,130523,1,1
97573,93947,1,1
166239,167192,1,1
8685,40128,1,1
170071,13969,1,1
170071,13969,1,1
134306,161792,1,1
36775,58670,1,1
2616,173453,1,1
41322,102576,1,1
41322,111130,1,1
134306,92924,1,1
134306,174784,1,1
16271,148893,1,1
86319,168182,1,1
34245,58670,1,1
32300,115609,1,1
31873,48937,1,1
101447,128789,2,2
5536,17270,2,1
104724,78979,1,1
81577,1976,1,1
104724,100702,1,1
104724,159037,1,1
101447,158763,2,2
92924,92924,1,1
92924,174784,1,1
101447,173036,2,2
105531,58523,1,1
51627,91051,1,1
51627,102864,1,1
104724,159037,1,1
104724,102864,1,1
104724,93947,1,1
104724,37398,1,1
2401,161552,1,1
34835,112859,1,1
31538,25890,1,1
31538,126984,1,1
101447,149869,2,2
93322,10322,1,1
93322,10322,1,1
93322,116479,1,1
20319,35366,1,1
20319,79200,1,1
20319,14450,1,1
20319,35366,1,1
155585,96001,1,1
155585,102864,1,1
155585,159037,1,1
155585,170520,1,1
155585,38848,1,1
161965,48937,1,1
58794,58670,1,1
136724,20248,1,1
87621,105352,1,1
33462,1976,1,1
161965,10322,1,1
161965,10322,1,1
161965,116479,1,1
111857,17270,1,1
111857,109809,1,1
111857,86878,1,1
111857,17270,1,1
93322,102864,1,1
87621,133669,1,1
161965,17270,1,1
46722,168182,1,1
46722,168182,1,1
76820,159037,1,1
36775,168945,1,1
46722,168182,1,1
136724,20248,1,1
136724,124540,1,1
136724,112080,1,1
101447,87062,2,2
101447,128180,2,2
101447,149869,2,2
25548,109969,2,2
74424,151275,2,2
29673,155947,2,2
168182,105352,1,1
170646,151275,2,2
101447,128180,2,2
81563,94629,1,1
101447,42450,2,2
101447,44325,2,2
34646,58670,1,1
101447,149869,2,2
44955,175256,1,1
157269,164704,1,1
157269,164704,1,1
43316,129126,1,1
97025,162753,1,1
25824,124540,1,1
34835,176177,1,1
44399,141370,1,1
44399,34225,1,2
2401,17270,1,1
43598,25890,1,1
43598,146227,1,1
74424,109969,2,2
90645,23398,1,1
43598,146227,1,1
43598,146227,1,1
95650,46649,1,1
54381,150991,1,1
46722,40535,1,1
31668,109809,1,1
31668,86878,1,1
34309,102864,1,1
8150,168182,1,1
25890,102864,1,1
119928,151275,2,2
34309,20248,1,1
54381,124540,1,1
34646,48937,1,1
34646,150180,1,1
34646,102864,1,1
25890,131510,1,1
34646,142022,1,1
34646,93947,1,1
46722,48937,1,1
46722,150180,1,1
117201,175256,1,1
13088,112080,1,1
144217,17270,1,1
46722,17270,1,1
25890,17270,1,1
25890,31668,1,1
161965,58670,1,1
31027,102864,1,1
144217,17270,1,1
144217,31668,1,1
59979,131510,1,1
144217,10322,1,1
144217,10322,1,1
144217,116479,1,1
34309,59285,1,1
109969,109969,2,2
132625,87062,2,2
2101,96341,1,2
2101,2314,1,1
2101,51187,1,1
156963,128180,2,2
57130,76074,1,1
77873,159037,1,1
77873,102864,1,1
150289,87062,2,2
32720,126984,1,1
150289,149869,2,2
150289,58670,2,1
132625,38723,2,2
95205,130523,1,1
62221,129957,1,1
171070,93947,1,1
133612,159037,1,1
8136,174293,2,2
89954,3059,1,1
89954,161671,1,1
89954,86878,1,1
89954,17270,1,1
35298,100702,1,1
77059,100702,1,1
44497,155947,2,2
81604,159037,1,1
142805,23398,1,1
96341,87062,2,2
57130,131635,1,1
57130,97573,1,1
5536,87062,2,2
152414,10368,1,1
152414,124721,1,1
96341,109969,2,2
140144,58670,1,1
152414,92520,1,1
46722,92520,1,1
71846,76295,1,1
16217,173494,1,1
90850,124540,1,1
90850,128684,1,1
20248,46475,1,1
90850,124540,1,1
161965,142022,1,1
161965,93947,1,1
154219,41640,1,1
154219,102864,1,1
161965,124540,1,1
169941,168209,1,1
57156,41640,1,1
57156,102864,1,1
92520,74859,1,1
17270,102576,1,1
17270,111130,1,1
32906,142022,1,1
32906,93947,1,1
92520,74859,1,1
73455,159037,1,1
62323,124540,1,1
167613,102371,1,1
167613,51187,1,1
111130,102576,1,1
111130,111130,1,1
111130,102576,1,1
111130,111130,1,1
111130,17270,1,1
111130,86878,1,1
111130,161671,1,1
92520,20248,1,1
92520,124540,1,1
121257,58670,1,1
166017,34260,1,1
65244,128180,2,2
101224,124540,1,1
20248,124540,1,1
65244,128180,2,2
65244,128180,2,2
9574,107421,1,1
9574,6599,1,1
25215,112080,1,1
81555,20248,1,1
110929,76074,1,1
46475,124540,1,1
168182,92520,1,1
20111,20248,1,1
46475,124540,1,1
81555,92520,1,1
63778,37398,1,1
83512,121867,1,1
87621,46475,1,1
109809,140915,1,1
131290,13969,1,1
37263,102864,1,1
3209,124540,1,1
65244,28840,2,2
137913,59285,1,1
123268,41640,1,1
123268,102864,1,1
46620,124540,1,1
43041,109969,2,2
34309,165758,1,1
34309,131510,1,1
34309,141461,1,1
136724,112080,1,1
21089,94629,1,1
111990,9399,1,1
136724,22740,1,1
136724,158308,1,1
21120,32018,1,1
21120,10368,1,1
164796,13969,1,1
164796,164796,1,1
38128,12737,1,1
123003,92520,1,1
39931,128789,2,2
39931,48843,2,1
103865,102864,1,1
38128,124540,1,1
124540,101224,1,1
124540,102864,1,1
38128,150991,1,1
96001,146413,1,1
96001,159037,1,1
152808,92520,1,1
121867,151159,1,1
48937,150180,1,1
31027,151159,1,1
130553,149869,2,2
155947,128180,2,2
89871,142814,1,1
89871,102864,1,1
110929,121257,1,1
155947,109969,2,2
13969,164796,1,1
161965,10368,1,1
161965,124721,1,1
128684,159037,1,1
128684,124540,1,1
38128,17270,1,1
121867,48937,1,1
59979,58670,1,1
110633,8640,1,1
74859,92520,1,1
13969,169814,1,1
13969,2479,1,1
14875,10368,1,1
102864,17270,1,1
102864,31668,1,1
107717,121867,1,1
153104,167791,1,1
102864,48937,1,1
102864,17270,1,1
102864,21866,1,1
144130,76295,1,1
114874,37398,1,1
116841,17270,1,1
102864,17270,1,1
13969,146883,1,1
60274,151159,1,1
116985,102864,1,1
13969,144217,1,1
65769,96001,1,1
102864,17270,1,1
102864,17270,1,1
20111,10368,1,1
20111,124721,1,1
71582,75766,1,2
71582,46649,1,1
48937,86878,1,1
48937,17270,1,1
48937,161671,1,1
140915,109809,1,1
140915,86878,1,1
140915,161671,1,1
140915,17270,1,1
13969,51187,1,1
124438,158763,2,2
17004,102864,1,1
147905,3059,1,1
147905,161671,1,1
147905,86878,1,1
147905,17270,1,1
102864,17270,1,1
169032,150180,1,1
42450,128180,2,2
164374,58523,1,1
42450,174293,2,2
3059,161671,1,1
3059,86878,1,1
3059,17270,1,1
59979,150180,1,1
42450,149869,2,2
102864,71714,1,1
102864,173240,1,1
121867,20111,1,1
102576,17270,1,1
102576,109809,1,1
102576,86878,1,1
62696,25890,1,1
62696,146227,1,1
86878,17270,1,1
86878,109809,1,1
86878,86878,1,1
140915,86878,1,1
140915,161671,1,1
140915,17270,1,1
17270,109809,1,1
17270,86878,1,1
87621,78400,1,1
87621,21866,1,1
102576,111130,1,1
102576,17270,1,1
102576,86878,1,1
102576,161671,1,1
164787,121867,1,1
161671,78400,1,1
161671,21866,1,1
148893,78400,1,1
148893,21866,1,1
74677,17270,1,1
74677,86878,1,1
152414,58670,1,1
102576,111130,1,1
102576,86878,1,1
102576,17270,1,1
102576,161671,1,1
161671,17270,1,1
161671,17270,1,1
102864,150180,1,1
17270,17270,1,1
36287,77433,1,1
36287,102864,1,1
17270,17270,1,1
150180,31873,1,1
17270,17270,1,1
75766,128180,2,2
17270,17270,1,1
143866,58670,1,1
17270,17270,1,1
17270,17270,1,1
152414,168182,1,1
17270,17270,1,1
60827,76074,1,1
41640,102864,1,1
153896,174293,2,2
17270,17270,1,1
161671,17270,1,1
17270,17270,1,1
161671,17270,1,1
161671,31668,1,1
38128,148893,1,1
159129,128180,2,2
17270,17270,1,1
169814,112080,1,1
17270,17270,1,1
169814,37398,1,1
98679,23398,1,1
161965,102864,1,1
171070,17270,1,1
17270,86878,1,1
17270,86878,1,1
17270,86878,1,1
161671,102576,1,1
161671,161671,1,1
161671,86878,1,1
161671,17270,1,1
161965,74859,1,1
161965,74859,1,1
102864,17270,1,1
102864,86878,1,1
17270,86878,1,1
143866,103012,1,1
161671,102864,1,1
161671,161671,1,1
13969,112080,1,1
126984,25890,1,1
34646,93947,1,1
17270,102576,1,1
17270,161671,1,1
17270,86878,1,1
17270,17270,1,1
102576,161671,1,1
102576,86878,1,1
102576,17270,1,1
17270,86878,1,1
17270,161671,1,1
34646,121867,1,1
17270,102864,1,1
17270,161671,1,1
102864,86878,1,1
155109,168182,1,1
130239,76074,1,1
17270,86878,1,1
78400,161671,1,1
36386,23398,1,1
95205,12737,1,1
56035,171492,1,1
36386,146227,1,1
36386,36386,1,1
102864,161671,1,1
36386,146227,1,1
36386,36386,1,1
139398,8640,1,1
161505,105417,1,1
17270,161671,1,1
36386,25890,1,1
173240,71714,1,1
173240,173240,1,1
93682,99163,1,1
71714,173240,1,1
54831,103974,2,2
32018,17270,1,1
32018,31668,1,1
38128,112080,1,1
144947,148893,1,1
144947,21866,1,1
42450,28840,2,2
38128,25890,1,1
38128,146227,1,1
54831,173036,2,2
169198,112080,1,1
57130,17270,1,1
57130,21866,1,1
57130,102864,1,1
17270,31668,1,1
57130,102864,1,1
69720,17270,1,1
57130,17270,1,1
57130,21866,1,1
57130,102864,1,1
17270,31668,1,1
17270,31668,1,1
20111,150991,1,1
57130,17270,1,1
57130,31668,1,1
34646,92520,1,1
17270,31668,1,1
161671,31668,1,1
161965,17270,1,1
102864,17270,1,1
17270,31668,1,1
152234,60330,1,1
17270,31668,1,1
148893,102371,1,1
54831,116946,2,1
17270,31668,1,1
54831,87062,2,2
15368,159793,2,2
102864,17270,1,1
102864,31668,1,1
121867,168182,1,1
17270,173240,1,1
28840,28840,2,2
17270,31668,1,1
148893,21866,1,1
17270,31668,1,1
161671,17270,1,1
161671,21866,1,1
161671,102864,1,1
42450,87062,2,2
17270,31668,1,1
17270,102864,1,1
105356,17814,1,1
105356,104885,1,1
105356,154096,1,1
102864,17270,1,1
102864,21866,1,1
102864,102864,1,1
17270,21866,1,1
17270,102864,1,1
173490,168945,1,1
17270,21866,1,1
17270,102864,1,1
102864,17270,1,1
102864,21866,1,1
102864,102864,1,1
17270,21866,1,1
17270,102864,1,1
78400,21866,1,1
78400,86878,1,1
78400,17270,1,1
78400,161671,1,1
78400,102864,1,1
103679,131510,1,1
75766,173036,2,2
108779,69193,1,1
168182,6236,1,1
142228,8640,1,1
171070,10368,1,1
171070,124721,1,1
173616,69992,1,1
116985,102864,1,1
116985,21866,1,1
93682,112080,1,1
125720,122268,1,1
1524,9399,1,1
13969,13969,1,1
93682,112080,1,1
18929,82922,1,1
13088,112080,1,1
147905,10368,1,1
147905,124721,1,1
13969,12737,1,1
168811,28771,2,2
121867,20248,1,1
8136,87062,2,2
13969,8640,1,1
155942,32906,1,1
155942,155942,1,1
155942,169814,1,1
74424,173036,2,2
142228,10368,1,1
142228,124721,1,1
87062,46649,2,1
173616,69992,1,1
58523,123851,1,1
312,128180,2,2
40374,78979,1,1
48641,146227,1,1
48641,114447,1,1
48641,146227,1,1
48641,36386,1,1
114447,146227,1,1
114447,114447,1,1
87062,42450,2,2
173616,69992,1,1
113204,45697,1,1
173616,102864,1,1
18161,10368,1,1
173616,102864,1,1
161841,60330,1,1
107023,143926,1,1
32018,17270,1,1
72544,20248,1,1
17270,102864,1,1
104885,102864,1,1
95205,112123,1,1
95205,101224,1,1
13969,58670,1,1
173616,102864,1,1
128732,173036,2,2
146779,40128,1,1
42376,173036,2,2
76737,76737,1,1
76737,76737,1,1
128732,24432,2,2
76737,76295,1,1
76737,76737,1,1
76737,81991,1,1
76737,76737,1,1
76737,98957,1,1
76737,76737,1,1
76737,76737,1,1
76737,137282,1,1
76737,76737,1,1
76737,76737,1,1
76737,76737,1,1
137913,167791,1,1
105356,17814,1,1
105356,125720,1,1
76737,76737,1,1
76737,76737,1,1
76737,20111,1,1
76737,76737,1,1
76737,130714,1,1
76737,76737,1,1
76737,150781,1,1
76737,76737,1,1
159898,58670,1,1
128732,44325,2,2
14613,58670,1,1
161841,59926,1,1
128732,158763,2,2
62323,124540,1,1
72544,143926,1,1
105356,10368,1,1
105356,124721,1,1
6236,102864,1,1
159873,174293,2,2
72544,167791,1,1
72544,161552,1,1
77495,105352,1,1
98275,13969,1,1
78459,59926,1,1
142228,58085,1,1
167791,161552,1,1
87621,102864,1,1
111857,1976,1,1
44361,76295,1,1
149007,159037,1,1
55301,10368,1,1
55301,124721,1,1
78989,10368,1,1
78989,124721,1,1
167678,159037,1,1
132052,167743,1,1
152808,102864,1,1
102576,100702,1,1
31027,102864,1,1
42880,13088,1,1
42880,112080,1,1
14613,121663,1,1
107474,9399,1,1
53787,167743,1,1
103974,173036,2,2
96341,173036,2,2
72643,42450,2,2
175734,55301,1,1
31027,102864,1,1
96341,2101,2,1
96341,2314,2,1
96341,51187,2,1
54831,42450,2,2
1524,13088,1,1
1524,112080,1,1
17814,104885,1,1
17814,154096,1,1
54831,123662,2,2
54831,58670,2,1
10786,58670,1,1
43966,92520,1,1
40363,36386,1,1
2101,28534,1,1
2101,79200,1,1
2101,18320,1,1
118842,159037,1,1
106219,76295,1,1
54831,46649,2,1
124721,58670,1,1
57246,92520,1,1
42450,173036,2,2
97573,100702,1,1
89954,102864,1,1
54831,39007,2,2
106933,156071,2,2
165988,74859,1,1
152513,159037,2,1
152513,46649,2,1
152513,11222,2,1
89833,2314,1,1
89833,102864,1,1
25548,173036,2,2
87621,13969,1,1
154960,10368,1,1
54831,128180,2,2
86083,10368,1,1
86083,124721,1,1
168132,13969,1,1
118700,24432,2,2
87621,69992,1,1
87621,69992,1,1
75766,155307,2,2
173036,34260,2,1
70559,42450,2,2
146227,36386,1,1
129957,93947,1,1
138688,42450,2,2
25548,174293,2,2
89954,3059,1,1
142228,81715,1,1
25890,36386,1,1
146227,36386,1,1
75766,151275,2,2
149834,81991,1,1
75766,155947,2,2
155947,42450,2,2
103605,100702,1,1
103605,45000,1,1
87621,102864,1,1
54831,42450,2,2
8136,128180,2,2
114864,154551,1,1
44325,42450,2,2
153896,128180,2,2
173036,42450,2,2
173036,96341,2,2
173036,128180,2,2
118700,42450,2,2
173036,149869,2,2
173036,128180,2,2
173036,22159,2,2
173036,42450,2,2
125157,34725,1,1
125157,13969,1,1
71846,10368,1,1
71846,124721,1,1
146227,146227,1,1
112771,112771,1,1
112771,102864,1,1
34967,13969,2,1
34967,13969,2,1
34967,13969,2,1
147905,102864,1,1
25890,146227,1,1
89973,10322,1,1
89973,10322,1,1
89973,116479,1,1
9124,149869,2,2
9124,155947,2,2
96001,23398,1,1
146227,114447,1,1
82953,146227,1,1
75766,155947,2,2
96001,102864,1,1
42450,155947,2,2
42450,159793,2,2
168814,93947,1,1
59709,126984,1,1
87621,131510,1,1
59709,102371,1,1
89432,23398,1,1
158936,158237,1,1
4936,151159,1,1
158936,126984,1,1
8136,128180,2,2
121847,102864,1,1
93289,128180,2,2
93289,128180,2,2
93289,128180,2,2
93289,128180,2,2
93289,128180,2,2
93289,128180,2,2
93289,128180,2,2
93289,128180,2,2
93289,128180,2,2
93289,128180,2,2
93289,128180,2,2
119196,130523,1,1
119196,59709,1,1
76074,121257,1,1
119196,142016,1,1
119196,129392,1,1
119196,130523,1,1
119196,102864,1,1
147905,74859,1,1
150781,161792,1,1
150781,97481,1,1
119196,130523,1,1
119196,106016,1,1
147905,74859,1,1
119196,102864,1,1
119196,102371,1,1
48035,137979,2,2
121847,102864,1,1
3898,23398,1,1
119196,102864,1,1
98957,58670,1,1
14875,32018,1,1
73021,81715,1,1
54831,156071,2,2
28534,154248,1,1
73021,31873,1,1
73021,10322,1,1
73021,10322,1,1
73021,116479,1,1
73021,13969,1,1
17270,1976,1,1
124721,10322,1,1
124721,10322,1,1
124721,116479,1,1
173938,32018,1,1
73021,168359,1,1
73021,13969,1,1
54381,10322,1,1
54381,10322,1,1
54381,116479,1,1
73021,150991,1,1
73021,23398,1,1
87621,23398,1,1
130455,168814,1,1
124721,81715,1,1
8136,174293,2,2
9531,23398,1,1
37757,106016,1,1
130867,60330,1,1
73021,13969,1,1
73021,13969,1,1
23500,60330,1,1
69343,81715,1,1
175843,60330,1,1
73021,102371,1,1
73021,102864,1,1
63074,18573,1,1
164787,23398,1,1
175734,10368,1,1
73021,68375,1,1
73021,130523,1,1
175734,38128,1,1
175734,71946,1,1
81715,81715,1,1
73021,18573,1,1
164787,124721,1,1
164787,124721,1,1
73021,69992,1,1
111684,10322,1,1
111684,10322,1,1
111684,116479,1,1
73021,10368,1,1
73021,124721,1,1
73021,13088,1,1
73021,112080,1,1
82106,167791,1,1
73021,13969,1,1
73021,13969,1,1
73021,112080,1,1
73021,102864,1,1
82106,82106,1,1
73021,34725,1,1
73021,13969,1,1
69343,103735,1,1
76429,16005,1,2
13969,100702,1,1
73021,174784,1,1
47405,156071,2,2
53787,10322,1,1
53787,10322,1,1
53787,116479,1,1
73021,143926,1,1
162553,151159,1,1
119603,93947,1,1
73021,164374,1,1
10322,10322,1,1
10322,116479,1,1
152808,102371,1,1
73021,130523,1,1
129652,74859,1,1
73021,68375,1,1
73021,164867,1,1
73021,104885,1,1
87621,74859,1,1
87621,74859,1,1
73021,102864,1,1
87903,150991,1,1
73021,55301,1,1
97573,164704,1,1
97573,164704,1,1
73021,10368,1,1
137754,20111,1,1
137754,58670,1,1
137754,31873,1,1
137754,149869,1,2
137754,124758,1,2
155985,93947,1,1
73021,35366,1,1
1524,9399,1,1
1524,1524,1,1
73021,55301,1,1
73021,161965,1,1
73021,16005,1,2
87903,23398,1,1
89021,102864,1,1
73021,168182,1,1
19515,102371,1,1
73021,102864,1,1
73021,102864,1,1
134586,67749,1,1
57732,17814,1,1
57732,125720,1,1
73021,130523,1,1
73021,106016,1,1
124721,23398,1,1
73021,164867,1,1
140316,151275,2,2
62221,58670,1,1
103679,62221,1,1
107948,102864,1,1
48325,93947,1,1
31027,40374,1,1
31027,102864,1,1
175591,59926,1,1
135840,92520,1,1
64542,92520,1,1
134761,123662,2,2
134761,58670,2,1
103464,159037,1,1
105823,92520,1,1
86839,75612,2,2
86839,76105,2,2
75766,156071,2,2
75766,155947,2,2
63778,92520,1,1
63778,92520,1,1
75766,128180,2,2
113029,92520,1,1
22361,6808,2,1
124721,10368,1,1
124721,124721,1,1
75766,128180,2,2
40374,40374,1,1
40374,102864,1,1
75766,96341,2,2
11222,10368,1,1
11222,124721,1,1
152414,102864,1,1
28419,156872,1,1
61266,158763,1,2
46450,60330,1,1
73223,58670,1,1
152414,152414,1,1
162081,121663,1,1
134306,174784,1,1
134669,126984,1,1
155109,10368,1,1
155109,124721,1,1
135519,18573,1,1
89973,69992,1,1
133383,25239,1,2
133383,102864,1,1
133383,58670,1,1
124721,18573,1,1
57130,102864,1,1
2101,155947,1,2
57130,102864,1,1
6808,22361,1,2
21528,13088,1,1
21528,112080,1,1
129010,132517,1,1
129010,156769,1,1
102058,149869,2,2
158308,58670,1,1
40772,31873,1,1
108023,141461,1,1
28377,43598,2,1
2101,36498,1,1
28558,23398,1,1
10786,58670,1,1
42450,86839,2,2
154551,102864,1,1
144947,159037,1,1
135519,23398,1,1
63778,148690,1,1
124721,10368,1,1
16217,23398,1,1
175734,100702,1,1
42450,128180,2,2
158308,58670,1,1
107023,161792,1,1
102058,128180,2,2
109012,59926,1,1
119603,58670,1,1
31873,58670,1,1
62948,85899,1,1
58670,133383,1,1
58670,25239,1,2
58670,102864,1,1
33096,23398,1,1
54392,93947,1,1
132625,128180,2,2
93322,124540,1,1
2101,2314,1,1
2101,51187,1,1
30092,128180,2,2
92520,20248,1,1
93322,93947,1,1
92520,102371,1,1
92520,102864,1,1
32906,169814,1,1
32906,93947,1,1
35584,37109,1,1
59256,59926,1,1
