from,to,comm_from,comm_to
159607,157937,1,1
146779,19890,1,1
121847,154248,1,1
13969,102864,1,1
31873,129126,1,1
96001,58670,1,1
73021,58730,1,1
34835,93947,1,1
75689,36775,1,1
173616,147905,1,1
158308,150180,1,1
20248,116479,1,1
159037,46450,1,1
164374,164770,1,1
34646,77495,1,1
56081,2314,1,1
71846,159037,1,1
73021,77785,1,1
157396,124540,1,1
78598,71846,1,1
166535,64289,1,1
117201,21089,1,1
134669,117861,1,1
11483,151724,1,1
11397,141461,1,1
82123,141461,1,1
21089,6236,1,1
56081,58670,1,1
95205,152385,1,1
104420,69992,1,1
89954,56315,1,1
78802,20111,1,1
170520,102864,1,1
40160,102864,1,1
168209,64289,1,1
13088,128034,1,1
62696,98841,1,1
128370,167791,1,1
11483,28534,1,1
19907,100702,1,1
90162,129126,1,1
69323,141461,1,1
142805,48641,1,1
97573,105352,1,1
62160,45697,1,1
58670,63855,1,1
69720,58670,1,1
34309,36675,1,1
73021,159411,1,1
78979,93281,1,1
81715,93947,1,1
88934,112721,1,1
61431,97953,1,1
114828,58670,1,1
9082,43227,1,1
97141,129392,1,1
67917,48937,1,1
124540,129392,1,1
108397,102864,1,1
81991,124721,1,1
93682,102864,1,1
71427,102864,1,1
105172,174784,1,1
135519,112716,1,1
102371,45697,1,1
141051,164704,1,1
6808,51187,1,1
116479,75451,1,1
102601,93947,1,1
135519,139585,1,1
69720,102864,1,1
113520,102864,1,1
72544,69992,1,1
97481,87621,1,1
102932,130455,1,1
93682,75451,1,1
162620,93947,1,1
97699,117201,1,1
73021,174478,1,1
24000,102864,1,1
106293,102864,1,1
164770,36506,1,1
62530,102864,1,1
168975,20111,1,1
13969,6599,1,1
113029,89021,1,1
109988,135880,1,1
53787,93947,1,1
16386,93947,1,1
59498,139585,1,1
72544,75451,1,1
169411,161442,1,1
46649,125638,1,1
4221,58670,1,1
65769,31873,1,1
119196,112721,1,1
11397,55474,1,1
95205,33289,1,1
116204,6599,1,1
87918,26037,1,1
148893,66052,1,1
25356,44573,1,1
131501,58670,1,1
102371,102864,1,1
101968,102864,1,1
152414,168182,1,1
113133,102864,1,1
115609,93947,1,1
167178,130646,1,1
95799,129957,1,1
132052,167791,1,1
146652,34260,1,1
113520,134831,1,1
59709,102864,1,1
110929,28082,1,1
124003,46450,1,1
29994,135880,1,1
156343,156176,1,1
81917,168182,1,1
88857,117664,1,1
47173,70686,1,1
155585,58670,1,1
11615,100702,1,1
26741,103012,1,1
43024,45697,1,1
126854,46649,1,1
59768,37640,1,1
125207,6599,1,1
44399,68051,1,1
124540,154248,1,1
16002,24974,1,1
69720,163960,1,1
32769,102371,1,1
