from,to,comm_from,comm_to
25890,6599,1,1
119196,26400,1,1
157238,6599,1,1
52272,124540,1,1
52272,20248,1,1
52272,6599,1,1
63099,93947,1,1
87621,162553,1,1
87621,40374,1,1
28417,6599,1,1
73021,48843,1,1
20111,62323,1,1
20111,20111,1,1
6599,124540,1,1
6599,20248,1,1
6599,6599,1,1
90395,156071,2,2
63074,124540,1,1
63074,20248,1,1
63074,6599,1,1
165758,159037,1,1
1474,36506,1,1
1474,93947,1,1
1474,130455,1,1
1474,84483,1,1
164374,102864,1,1
1803,102864,1,1
42450,84851,2,2
27869,102864,1,1
42450,67104,2,2
42450,120206,2,2
3172,105352,1,1
98957,6599,1,1
59979,11483,1,1
164374,58670,1,1
143282,105352,1,1
63643,6599,1,1
155918,40374,1,1
124540,20248,1,1
124540,6599,1,1
36506,93947,1,1
36506,130455,1,1
36506,84483,1,1
16340,19158,1,1
90395,75766,2,2
98957,167024,1,1
98957,6599,1,1
103974,116093,2,2
81408,105352,1,1
27869,45697,1,1
54392,162553,1,1
54392,40374,1,1
73021,102864,1,1
161547,11612,1,1
65675,105352,1,1
71846,96001,1,1
71846,154423,1,1
147558,102864,1,1
147558,46450,1,1
59979,11483,1,1
59979,67749,1,1
59443,154219,1,1
116204,90850,1,1
157238,164867,1,1
103974,1187,2,2
54831,172961,2,2
53588,130523,1,1
44497,47405,2,2
116204,162553,1,1
116204,40374,1,1
84483,19158,1,1
42450,114560,2,2
141826,117439,1,1
120208,77194,1,1
120208,22386,1,2
108266,168945,1,1
62530,11612,1,1
93682,77194,1,1
72643,42450,2,2
72643,33082,2,1
38724,89432,1,1
38724,89432,1,1
38724,89432,1,1
38724,46450,1,1
3172,164704,1,1
101968,71867,1,1
65675,117439,1,1
156504,102864,1,1
156504,46450,1,1
83437,161547,1,1
156504,102864,1,1
124540,34260,1,1
164442,117439,1,1
76820,10656,1,1
73223,22372,1,1
44497,54031,2,2
44497,124758,2,2
6599,89889,1,1
6599,6599,1,1
18161,34312,1,1
97323,17814,1,1
82445,102864,1,1
6808,117439,1,1
42888,6599,1,1
54831,28621,2,2
98957,102864,1,1
72643,172961,2,2
131510,17814,1,1
73021,93947,1,1
53935,159411,1,1
101968,77194,1,1
83437,125720,1,1
83437,91361,1,1
83437,31668,1,1
83437,33082,1,1
83437,134630,1,1
83437,43024,1,1
83437,46450,1,1
83437,3808,1,1
5906,47405,2,2
114560,44497,2,2
114560,46649,2,1
59498,69992,1,1
150803,102864,1,1
59498,102864,1,1
59498,46450,1,1
44497,137522,2,2
44497,47405,2,2
18929,167024,1,1
18929,6599,1,1
54831,42673,2,1
93970,102864,1,1
63643,2619,1,1
63643,158308,1,1
86157,19158,1,1
152414,6599,1,1
3209,167024,1,1
3209,6599,1,1
86157,36675,1,1
86157,124758,1,2
71867,79005,1,1
46475,89432,1,1
46475,125720,1,1
44497,67104,2,2
121257,77194,1,1
93970,135880,1,1
173616,125720,1,1
173616,31668,1,1
173616,33082,1,1
173616,134630,1,1
173616,43024,1,1
173616,46450,1,1
173616,3808,1,1
36498,48843,1,1
83437,102864,1,1
46475,102864,1,1
73021,67294,1,1
73021,93947,1,1
44497,42450,2,2
44497,33082,2,1
38128,48843,1,1
164770,70686,1,1
164770,164770,1,1
143282,102864,1,1
164770,70686,1,1
164770,164770,1,1
229,82922,1,1
5906,1187,2,2
44428,79005,1,1
46475,40374,1,1
80659,116093,2,2
91361,102864,1,1
73021,68051,1,1
91361,125720,1,1
91361,31668,1,1
91361,33082,1,1
91361,134630,1,1
91361,43024,1,1
91361,46450,1,1
91361,3808,1,1
73021,167024,1,1
101968,159037,1,1
101968,46450,1,1
150803,98957,1,1
148893,102864,1,1
148893,46450,1,1
92520,74859,1,1
71582,102864,1,1
101447,149869,2,2
53079,82922,1,1
44497,34260,2,1
44497,20111,2,1
44497,22372,2,1
46475,162553,1,1
46475,40374,1,1
46475,6599,1,1
86157,135880,1,1
124721,149288,1,2
10786,11483,1,1
10786,67749,1,1
52272,134586,1,1
168209,22372,1,1
168209,164867,1,1
53079,6599,1,1
141119,71867,1,1
52272,17814,1,1
101447,78071,2,2
54227,102864,1,1
146652,74859,1,1
156504,102864,1,1
120208,77194,1,1
164374,8096,1,1
80659,44325,2,2
164770,70686,1,1
164770,164770,1,1
164770,102864,1,1
72643,149869,2,2
164770,36386,1,1
108373,143282,1,1
146652,167024,1,1
146652,6599,1,1
164770,36386,1,1
164770,164770,1,1
171438,102864,1,1
141119,159037,1,1
141119,46450,1,1
10786,74859,1,1
20396,67104,2,2
73021,67086,1,1
73021,6599,1,1
152414,158308,1,1
86157,162553,1,1
86157,40374,1,1
71582,134630,1,1
115295,40374,1,1
52272,6599,1,1
152414,12737,1,1
17036,6599,1,1
54392,98957,1,1
89052,167024,1,1
89052,6599,1,1
50892,102864,1,1
49569,102864,1,1
53588,130523,1,1
50892,102864,1,1
173494,45697,1,1
81991,162553,1,1
81991,40374,1,1
108266,26400,1,1
229,162553,1,1
229,40374,1,1
173494,22372,1,1
141298,68051,1,1
89052,119767,1,1
116093,46649,2,1
32300,22372,1,1
53935,6599,1,1
141119,19158,1,1
23536,138688,2,2
173494,74859,1,1
42450,33082,2,1
168209,6599,1,1
152414,102864,1,1
152414,125720,1,1
152414,31668,1,1
152414,33082,1,1
152414,134630,1,1
152414,43024,1,1
152414,46450,1,1
152414,3808,1,1
54831,25890,2,1
54831,2314,2,1
93947,116039,1,1
127318,44325,2,2
124003,102864,1,1
124003,46450,1,1
87867,6599,1,1
156504,102864,1,1
153938,167024,1,1
153938,6599,1,1
88231,42450,2,2
88231,33082,2,1
64289,162553,1,1
64289,40374,1,1
73021,104885,1,1
49505,68051,1,1
54831,120206,2,2
78660,135880,1,1
3209,6599,1,1
92359,141461,1,1
10786,26400,1,1
156504,102864,1,1
114560,126844,2,2
114560,107574,2,2
114560,158308,2,1
159873,137522,2,2
159873,25890,2,1
136724,167024,1,1
136724,6599,1,1
10786,12737,1,1
90850,34260,1,1
44497,149869,2,2
134669,46217,1,1
134669,84488,1,2
134669,28840,1,2
101968,74859,1,1
101968,102864,1,1
149834,6599,1,1
136694,77194,1,1
81991,22372,1,1
44325,47405,2,2
32300,93947,1,1
32300,78979,1,1
87243,93947,1,1
87243,78979,1,1
59979,162024,1,1
155947,86839,2,2
141486,102864,1,1
42450,33082,2,1
13019,22372,1,1
124721,22372,1,1
78660,102864,1,1
87243,39892,1,1
141486,6599,1,1
74996,159037,1,1
3808,96001,1,1
3808,125720,1,1
3808,116479,1,1
10129,149869,2,2
156071,149869,2,2
101968,102864,1,1
101968,46450,1,1
167024,6599,1,1
175798,141461,1,1
86857,74859,1,1
44497,153896,2,2
56164,119767,1,1
38128,102864,1,1
114560,54831,2,2
59979,164867,1,1
86157,48843,1,1
5555,111990,1,1
174327,44428,2,1
143282,125720,1,1
143282,31668,1,1
143282,33082,1,1
143282,134630,1,1
143282,43024,1,1
143282,46450,1,1
143282,3808,1,1
78660,128370,1,1
78660,167791,1,1
78660,28707,1,1
5906,120206,2,2
82445,48843,1,1
154744,108023,1,1
156071,170646,2,2
86157,139585,1,1
156963,54831,2,2
36675,36675,1,1
108373,42673,1,1
75766,170646,2,2
118842,102864,1,1
75543,149869,2,2
141486,102864,1,1
127318,170646,2,2
108373,134586,1,1
19140,124721,1,1
19140,124721,1,1
229,40374,1,1
64346,19158,1,1
44497,149869,2,2
156504,102864,1,1
43723,77194,1,1
66181,40374,1,1
66181,17814,1,1
40689,6599,1,1
5555,108373,1,1
114560,46649,2,1
20849,42673,1,1
62530,102864,1,1
38128,125720,1,1
38128,31668,1,1
38128,33082,1,1
38128,134630,1,1
38128,43024,1,1
38128,46450,1,1
38128,3808,1,1
40689,6599,1,1
59979,102864,1,1
10129,57800,2,1
10129,92924,2,1
62323,82922,1,1
162977,102864,1,1
6599,119767,1,1
82445,105387,1,1
14501,102864,1,1
125720,102864,1,1
62323,26400,1,1
148806,89889,1,1
148806,6599,1,1
132625,120206,2,2
148806,6599,1,1
20849,102864,1,1
149834,102864,1,1
66659,6599,1,1
148806,6599,1,1
164787,25824,1,1
164787,20111,1,1
92359,101806,1,1
106726,102864,1,1
75543,42450,2,2
75543,33082,2,1
59979,111990,1,1
93947,78979,1,1
159411,159411,1,1
18573,74859,1,1
137719,55474,2,1
137719,134630,2,1
137719,102864,2,1
149834,26400,1,1
91495,6599,1,1
150742,77194,1,1
151247,102864,1,1
151247,46450,1,1
71601,6599,1,1
159411,159411,1,1
89052,102864,1,1
138688,87,2,2
20319,28419,1,1
19158,48843,1,1
108406,134630,1,1
62323,102864,1,1
132625,47405,2,2
56315,34260,1,1
30262,170646,2,2
30262,22386,2,2
42450,47405,2,2
44325,67104,2,2
59979,38128,1,1
54031,124758,2,2
20319,82922,1,1
89052,34260,1,1
20319,102864,1,1
89052,74859,1,1
2819,6599,1,1
42450,87,2,2
229,17814,1,1
87786,159411,1,1
89052,6599,1,1
101565,159411,1,1
30262,47405,2,2
78901,40772,1,1
87786,12737,1,1
29669,102864,1,1
96001,6599,1,1
63643,6599,1,1
169198,102864,1,1
23398,6599,1,1
17990,34646,1,1
82810,6599,1,1
63643,45697,1,1
156504,102864,1,1
161965,159607,1,1
135880,102864,1,1
116093,149869,2,2
146413,102864,1,1
81604,29463,1,1
62323,20111,1,1
161547,22372,1,1
10129,137522,2,2
161965,12737,1,1
93384,77194,1,1
93384,134630,1,1
54187,102864,1,1
101565,121257,1,1
73223,102864,1,1
18573,102864,1,1
44497,56082,2,2
126854,6599,1,1
13019,62323,1,1
50114,158237,1,1
78901,162024,1,1
163646,102864,1,1
50114,2619,1,1
38724,6599,1,1
58670,81408,1,1
54227,162553,1,1
54227,40374,1,1
125720,31668,1,1
125720,33082,1,1
125720,134630,1,1
125720,43024,1,1
125720,46450,1,1
125720,3808,1,1
157109,68051,1,1
59979,6599,1,1
101968,146883,1,1
132625,137522,2,2
54227,102864,1,1
82106,34260,1,1
164787,25824,1,1
73021,102864,1,1
67086,55474,1,1
157109,159607,1,1
155947,155947,2,2
132625,170646,2,2
127318,153896,2,2
10129,137522,2,2
142016,22372,1,1
50471,102864,1,1
44497,170646,2,2
44497,22386,2,2
131510,162553,1,1
131510,40374,1,1
65675,102864,1,1
45830,34260,1,1
43033,74859,1,1
176445,102864,1,1
22372,6599,1,1
173616,164867,1,1
56164,6599,1,1
4943,137522,2,2
150803,34260,1,1
62323,12737,1,1
5409,6599,1,1
167024,164867,1,1
78901,34260,1,1
80659,103974,2,2
5392,42227,1,1
177020,74859,1,1
73021,68051,1,1
54187,34260,1,1
172480,102864,1,1
137422,102864,1,1
101447,15368,2,2
101968,34260,1,1
73021,89432,1,1
73021,125720,1,1
136724,5392,1,1
16002,6599,1,1
11483,67749,1,1
25890,20111,1,1
229,102864,1,1
142347,75612,2,2
90393,102864,1,1
26446,22372,1,1
106726,102864,1,1
64289,22372,1,1
27527,34260,1,1
43966,34260,1,1
148690,74859,1,1
174900,102864,1,1
51501,78029,1,2
10129,33868,2,1
120195,82922,1,1
136724,34260,1,1
73223,116479,1,1
56164,93947,1,1
98275,9574,1,1
98275,6599,1,1
43033,96001,1,1
43033,154423,1,1
5409,22372,1,1
44361,40374,1,1
151247,22372,1,1
144315,102864,1,1
36432,149869,2,2
171492,6599,1,1
4726,162553,1,1
4726,40374,1,1
97427,22372,1,1
64346,17814,1,1
152414,6599,1,1
143282,168209,1,1
114062,102864,1,1
83512,77194,1,1
54187,34260,1,1
54187,22372,1,1
40374,162553,1,1
40374,40374,1,1
152414,22372,1,1
148612,158237,1,1
142347,22386,2,2
89352,45697,1,1
36775,174427,1,1
79552,168945,1,1
170168,42450,2,2
170168,33082,2,1
53658,12737,1,1
118842,45697,1,1
36775,34260,1,1
83512,34260,1,1
168359,102864,1,1
118842,45697,1,1
73021,102864,1,1
93970,102864,1,1
168945,102864,1,1
170168,156071,2,2
112080,22372,1,1
90393,6599,1,1
2819,159037,1,1
73021,102864,1,1
75766,137522,2,2
75766,25890,2,1
89401,6599,1,1
141486,22372,1,1
80921,105356,2,1
63643,77163,1,1
114062,102864,1,1
39456,34260,1,1
2819,45697,1,1
136724,40374,1,1
32438,174427,1,1
38221,102864,1,1
109809,6599,1,1
1803,58670,1,1
73021,63074,1,1
77909,22372,1,1
106726,82922,1,1
5555,78605,1,1
7197,40374,1,1
10129,71867,2,1
136724,6599,1,1
173693,6599,1,1
156504,19158,1,1
89352,53658,1,1
14875,17814,1,1
121999,6599,1,1
54187,74996,1,1
54187,33082,1,1
156504,17814,1,1
141826,6599,1,1
36857,6599,1,1
27089,6599,1,1
38128,45697,1,1
61524,159411,1,1
154248,36675,1,1
82445,22372,1,1
156071,42450,2,2
156071,33082,2,1
136724,6599,1,1
85746,102864,1,1
136724,22372,1,1
74677,102864,1,1
165842,6599,1,1
89052,22372,1,1
115465,149869,2,2
119340,36287,1,1
54187,102864,1,1
103974,67104,2,2
166514,45697,1,1
34835,102864,1,1
7499,17814,1,1
69720,22372,1,1
5906,47405,2,2
106293,48843,1,1
127318,42450,2,2
3209,6599,1,1
101447,137522,2,2
13088,74859,1,1
11483,17814,1,1
73021,67086,1,1
73021,134630,1,1
136741,6599,1,1
41768,102864,1,1
41768,46450,1,1
19140,45697,1,1
143370,48843,1,1
126854,158308,1,1
71846,102864,1,1
163960,6599,1,1
89052,33309,1,1
5555,6599,1,1
167797,6599,1,1
103974,47405,2,2
89052,102864,1,1
45853,102864,1,1
143282,102864,1,1
72544,40374,1,1
109966,45697,1,1
30305,80921,2,2
30305,174788,2,2
101447,170646,2,2
48937,6599,1,1
71846,82922,1,1
92359,102864,1,1
74859,17814,1,1
72544,6599,1,1
80659,149869,2,2
72544,6599,1,1
151247,74859,1,1
110909,6599,1,1
155307,137522,2,2
143866,102864,1,1
143866,46450,1,1
39456,34312,1,1
83512,159411,1,1
92359,45697,1,1
75766,28621,2,2
85451,106016,1,1
85451,106016,1,1
143866,82922,1,1
62164,6599,1,1
114062,82922,1,1
111590,34312,1,1
93682,6599,1,1
81991,6599,1,1
73021,164867,1,1
16646,19158,1,1
56315,6599,1,1
38128,74814,1,1
135538,40374,1,1
114062,45697,1,1
170646,75612,2,2
3501,33082,2,1
125702,74996,1,1
125702,33082,1,1
48350,6599,1,1
45013,84851,2,2
38128,6599,1,1
73021,50301,1,1
62530,135880,1,1
11615,102864,1,1
97427,102864,1,1
139326,149869,2,2
159270,74859,1,1
135538,102864,1,1
74677,17814,1,1
76683,137522,2,2
84433,77194,1,1
45013,149869,2,2
38128,74859,1,1
89889,6599,1,1
50471,102864,1,1
77194,22386,1,2
77194,102864,1,1
5906,170646,2,2
162715,6599,1,1
129010,74859,1,1
36436,89432,1,1
36436,125720,1,1
123931,46620,1,1
74859,91051,1,1
77909,26432,1,1
39892,12296,1,1
1803,102864,1,1
74677,102864,1,1
39456,158237,1,1
92359,102864,1,1
56315,48843,1,1
153896,137522,2,2
56315,102864,1,1
121847,6599,1,1
97338,45830,1,1
106377,121257,1,1
72643,137522,2,2
5555,112080,1,1
152414,34260,1,1
101968,36675,1,1
16002,102864,1,1
131510,74996,1,1
131510,33082,1,1
54381,135880,1,1
46396,102864,1,1
125702,167192,1,1
101968,45697,1,1
125702,108023,1,1
51175,149869,2,2
170646,120206,2,2
39703,96341,2,2
121847,36489,1,1
121847,6599,1,1
147232,141461,1,1
106726,48843,1,1
93682,102864,1,1
31873,48843,1,1
142228,102864,1,1
129010,126047,1,1
26400,102864,1,1
107060,149869,2,2
26400,102864,1,1
164442,102864,1,1
24432,123662,2,2
148893,102864,1,1
152414,48843,1,1
78598,6599,1,1
74859,102864,1,1
9082,78979,1,1
56315,162553,1,1
56315,40374,1,1
53658,102864,1,1
92359,162553,1,1
92359,40374,1,1
92359,36675,1,1
92359,102864,1,1
129010,175798,1,1
70559,149869,2,2
163646,102864,1,1
173490,6599,1,1
4813,28621,2,2
163646,162553,1,1
163646,40374,1,1
20396,123662,2,2
129010,102371,1,1
134586,102864,1,1
101968,74996,1,1
101968,33082,1,1
43966,102864,1,1
75766,123662,2,2
141486,19158,1,1
143282,102864,1,1
136724,162553,1,1
136724,40374,1,1
73021,17814,1,1
106377,74996,1,1
106377,33082,1,1
89889,6599,1,1
54227,102864,1,1
467,159411,1,1
65675,102864,1,1
58670,141461,1,1
1521,102864,1,1
83512,162553,1,1
83512,40374,1,1
88409,102864,1,1
105714,159411,1,1
73021,102864,1,1
9574,6599,1,1
131510,6599,1,1
134586,67749,1,1
73021,159270,1,1
57756,102864,1,1
32594,102864,1,1
103974,42450,2,2
103974,33082,2,1
56315,77194,1,1
143282,102864,1,1
76548,102864,1,1
132625,80921,2,2
143866,102864,1,1
143866,93947,1,1
54381,102864,1,1
73021,174075,1,1
34004,162553,1,1
34004,40374,1,1
20396,149869,2,2
4813,84851,2,2
73021,167024,1,1
108373,108373,1,1
17814,6599,1,1
37830,34312,1,1
58670,74996,1,1
58670,33082,1,1
85595,82922,1,1
63643,4726,1,1
74677,108023,1,1
132625,80921,2,2
4943,149869,2,2
16073,82922,1,1
9082,95063,1,1
89052,102864,1,1
73021,6599,1,1
16073,102864,1,1
75766,25239,2,2
62009,162553,1,1
62009,40374,1,1
49569,42673,1,1
81577,102864,1,1
29669,78979,1,1
102576,102864,1,1
54227,102864,1,1
73021,102864,1,1
73021,46450,1,1
42588,82922,1,1
121847,36675,1,1
74677,19158,1,1
31027,164867,1,1
144387,40374,1,1
9531,6599,1,1
55474,77194,1,1
55474,134630,1,1
126903,33082,1,1
126903,134630,1,1
158237,102864,1,1
140665,108023,1,1
64799,89432,1,1
64799,125720,1,1
71582,124758,1,2
139586,108023,1,1
126047,102864,1,1
126047,46450,1,1
141486,77194,1,1
141486,134630,1,1
85434,74814,1,1
73021,67086,1,1
37199,64289,1,1
37199,6236,1,1
75766,149869,2,2
144387,102864,1,1
93682,102864,1,1
467,34312,1,1
50228,102864,1,1
50228,46450,1,1
50228,89432,1,1
38128,78979,1,1
174427,102864,1,1
