from,to,comm_from,comm_to
9124,25239,2,2
46756,125372,1,1
1976,31668,1,1
1976,20739,1,1
46756,43227,1,1
131501,170023,1,1
155985,17951,1,1
44573,96001,1,1
44573,102864,1,1
44573,159037,1,1
124721,45915,1,1
124721,102864,1,1
124721,124721,1,1
124721,58670,1,1
28413,168528,2,2
58085,146526,1,1
9124,170646,2,2
86249,62221,1,1
229,17951,1,1
71150,27411,1,1
45915,102864,1,1
45915,124721,1,1
45915,58670,1,1
122563,33082,1,1
9124,106933,2,2
45615,36506,1,1
103840,22372,1,1
103840,140320,1,1
103840,5409,1,1
96341,10129,2,2
93289,69862,2,2
154013,52584,1,1
166239,53588,1,1
23536,97434,2,2
131501,59622,1,1
96341,106933,2,2
96341,170646,2,2
35883,97434,2,2
35883,134306,2,1
52584,21774,1,1
101447,107574,2,2
101447,58670,2,1
76683,170646,2,2
131501,150036,1,1
80258,31668,1,1
80258,20739,1,1
101447,45013,2,2
124796,90268,2,1
103840,46475,1,1
103840,22372,1,1
103840,87903,1,1
103840,161552,1,1
103840,159411,1,1
131501,130455,1,1
153103,44573,1,1
153103,134630,1,1
171438,99163,1,1
131501,114484,1,1
96341,25239,2,2
150235,168528,2,2
101447,149365,2,2
30966,34588,1,2
171070,128765,1,1
171070,53955,1,1
171070,56315,1,1
171070,89021,1,1
168359,55301,1,1
96341,133606,2,2
96341,172530,2,2
28413,149869,2,2
71150,12737,1,1
44573,7570,1,1
72544,141051,1,1
119196,53588,1,1
119196,130523,1,1
119196,123535,1,1
119196,12737,1,1
96341,168528,2,2
101447,149869,2,2
174788,2835,2,2
101447,109969,2,2
101447,149869,2,2
119196,17951,1,1
81991,116479,1,1
101447,149869,2,2
153906,132066,2,2
72544,33082,1,1
153103,120195,1,1
95650,102864,1,1
95650,51187,1,1
101447,149869,2,2
101224,162407,1,1
119196,162407,1,1
101447,2835,2,2
96341,172670,2,2
96341,108707,2,2
95650,96341,1,2
142347,97434,2,2
142347,134306,2,1
145516,145516,1,1
56409,137996,2,2
39153,164867,1,1
174776,31668,1,1
174776,20739,1,1
131501,89021,1,1
34360,27411,1,1
105598,27411,1,1
96341,9124,2,2
119357,22372,1,1
155985,45000,1,1
154013,27411,1,1
124721,17951,1,1
96341,154289,2,2
52584,80314,1,1
154013,12737,1,1
17530,111130,1,1
10786,125216,1,1
164598,12737,1,1
96341,87558,2,1
75607,33082,1,1
65025,26071,1,1
122173,102864,1,1
122173,51187,1,1
154013,43227,1,1
164598,43227,1,1
101447,164758,2,2
173494,131510,1,1
173494,6236,1,1
17530,27411,1,1
154013,96858,1,1
154013,12737,1,1
96341,134761,2,2
96341,149869,2,2
96341,90268,2,1
129551,167170,2,2
129551,62163,2,2
123733,110499,1,1
75689,16963,1,1
53588,130523,1,1
27558,44573,1,1
123733,110499,1,1
149641,28746,1,1
167817,128180,2,2
176658,123535,1,1
123733,110499,1,1
58085,123535,1,1
96341,97434,2,2
167817,164758,2,2
90210,148113,1,1
72391,154248,1,1
129551,128180,2,2
129551,119383,2,2
167817,69862,2,2
96341,173588,2,2
151950,102864,1,1
96341,97434,2,2
96341,70559,2,2
146652,42174,1,1
173494,134630,1,1
51627,123118,1,1
39153,6599,1,1
167817,159358,2,2
156963,128180,2,2
95650,96341,1,2
36857,58670,1,1
96341,87558,2,1
96341,99163,2,1
57866,62221,1,1
154744,44573,1,1
171833,162024,1,1
57866,45000,1,1
171698,19530,1,2
42227,89021,1,1
57866,107666,1,1
36489,44573,1,1
84358,99163,1,1
96001,46450,1,1
157260,12737,1,1
72391,121999,1,1
72391,124721,1,1
131501,102888,1,1
57866,45000,1,1
61524,58670,1,1
83512,30966,1,1
129551,112284,2,2
129126,89021,1,1
6236,33677,1,1
167817,54031,2,2
96341,140316,2,2
80314,105352,1,1
71734,164758,2,2
150980,124540,1,1
160046,103679,1,1
54031,164758,2,2
176731,1494,1,1
155985,46450,1,1
96341,164758,2,2
155985,19158,1,1
132066,109969,2,2
132066,149869,2,2
173494,103679,1,1
6236,59360,1,1
34360,90850,1,1
34360,19158,1,1
114134,153103,1,1
159129,167817,2,2
124796,145442,2,2
124796,40554,2,2
66989,159358,2,2
173494,43227,1,1
67592,67592,1,1
173494,102864,1,1
90645,150991,1,1
96341,95650,2,1
96001,38848,1,1
96001,102864,1,1
96001,96001,1,1
96341,54031,2,2
59979,93682,1,1
59979,154248,1,1
59979,167024,1,1
108497,54031,2,2
87558,19530,1,2
59979,38128,1,1
59979,154248,1,1
59979,167024,1,1
61398,99163,1,1
78901,53588,1,1
36489,170023,1,1
107666,102864,1,1
107666,51187,1,1
101447,65244,2,2
129652,75451,1,1
129652,28707,1,1
173494,27411,1,1
152470,159411,1,1
46620,67192,1,1
46620,159221,1,1
150803,174411,1,1
34419,144136,1,1
34419,6599,1,1
132066,170509,2,2
131501,25102,1,1
92359,45830,1,1
150803,92488,1,1
6236,3059,1,1
6236,131510,1,1
6236,6236,1,1
50892,102864,1,1
88236,113001,1,1
79580,150036,1,1
162024,53588,1,1
75689,137913,1,1
81991,69992,1,1
75689,87411,1,1
69720,102888,1,1
165988,139140,1,1
101447,54031,2,2
156963,133606,2,2
62530,11222,1,1
62530,15589,1,1
62530,102864,1,1
97141,132842,1,1
120520,176317,1,1
75689,58670,1,1
10656,105352,1,1
116204,83161,1,1
117884,43227,1,1
92359,130145,1,1
16646,156176,1,1
34360,19158,1,1
93384,87730,1,1
171551,79809,1,1
150803,31873,1,1
136322,12737,1,1
117884,27411,1,1
54227,42174,1,1
132066,119383,2,2
97434,97434,2,2
97434,134306,2,1
20739,69773,1,1
20739,20739,1,1
75689,99163,1,1
80994,53593,1,1
20739,159103,1,1
20739,20739,1,1
75689,31668,1,1
75689,20739,1,1
34360,90850,1,1
34360,19158,1,1
154248,12737,1,1
103865,33082,1,1
103865,102864,1,1
4221,10786,1,1
150980,82459,1,1
49569,143282,1,1
156504,22372,1,1
156504,140320,1,1
156504,5409,1,1
102888,159411,1,1
33677,6236,1,1
67503,86544,2,2
67503,34260,2,1
67503,42450,2,2
67503,25548,2,2
49569,102864,1,1
467,102888,1,1
156395,10786,1,1
229,57800,1,1
72391,59926,1,1
69720,45830,1,1
134306,2091,1,1
49569,75451,1,1
61524,102864,1,1
61524,51187,1,1
86157,78595,1,1
36489,87730,1,1
161489,161489,2,2
124393,156422,1,1
123733,121257,1,1
123733,94428,1,1
103232,159411,1,1
103232,68375,1,1
171551,75451,1,1
156504,22665,1,1
97434,134306,2,1
78901,27411,1,1
124269,87730,1,1
121860,26209,1,1
140400,45830,1,1
111006,46890,1,1
121257,176317,1,1
16002,16771,1,1
16002,1524,1,1
16002,16002,1,1
96802,124721,1,1
96802,96802,1,1
124003,67086,1,1
467,45830,1,1
75689,93947,1,1
16771,1524,1,1
16771,16002,1,1
86157,53588,1,1
81991,61072,1,1
81991,81991,1,1
61072,81991,1,1
72536,107666,1,1
72544,59247,1,1
112403,111130,1,1
171438,111130,1,1
73021,176820,1,1
13746,31873,1,1
148806,33082,1,1
148806,141461,1,1
75689,139585,1,1
87719,102864,1,1
87719,20739,1,1
140316,54031,2,2
162715,107666,1,1
135539,147269,1,1
81991,130455,1,1
96341,54031,2,2
70516,70328,1,1
5070,27411,1,1
96341,128180,2,2
96341,174293,2,2
75689,96858,1,1
75689,12737,1,1
67086,64289,1,1
74827,153103,1,1
75689,102864,1,1
176939,159411,1,1
176939,68375,1,1
134306,97434,1,2
132625,37733,2,2
156963,58670,2,1
75689,21069,1,1
68903,59993,1,1
59360,130145,1,1
96341,109969,2,2
136322,45830,1,1
155985,93947,1,1
145693,6236,1,1
22313,92630,1,1
22313,102864,1,1
96341,109969,2,2
96341,149869,2,2
108497,97434,2,2
96341,174293,2,2
75689,12737,1,1
96341,40554,2,2
56068,89021,1,1
130145,125372,1,1
96341,69862,2,2
129234,53079,1,1
130145,57800,1,1
2819,80314,1,1
56081,164770,1,1
56081,162407,1,1
56081,102864,1,1
56081,164770,1,1
18871,111130,1,1
19158,34360,1,1
18871,102864,1,1
100190,124003,1,1
87558,99163,1,1
72391,85974,1,1
72391,28707,1,1
72391,36898,1,1
34360,19158,1,1
81991,62645,1,1
81991,36506,1,1
81991,81991,1,1
81991,93947,1,1
81991,84483,1,1
93682,130145,1,1
2819,46450,1,1
2819,159037,1,1
6236,6236,1,1
81991,36506,1,1
81991,81991,1,1
81991,62645,1,1
81991,93947,1,1
81991,84483,1,1
62645,36506,1,1
62645,81991,1,1
62645,93947,1,1
62645,84483,1,1
132625,97434,2,2
132842,43227,1,1
156504,102864,1,1
131510,44482,1,1
154248,75451,1,1
131510,141461,1,1
16002,75451,1,1
135588,89415,2,2
16002,12737,1,1
159270,32839,1,1
159270,91966,1,1
129957,27411,1,1
84635,31668,1,1
84635,20739,1,1
80540,44573,1,1
30966,105803,1,1
124721,156422,1,1
30966,20711,1,1
75451,12737,1,1
91966,32839,1,1
91966,91966,1,1
117185,20692,1,1
2479,26071,1,1
52179,42595,1,1
168723,168723,1,1
154105,154105,2,2
154248,75451,1,1
154248,75451,1,1
161566,161566,1,1
176658,75451,1,1
176658,75451,1,1
19478,102864,1,1
19478,102864,1,1
19478,51187,1,1
137102,123118,1,1
19478,111130,1,1
78738,150991,1,1
134761,109969,2,2
134761,149869,2,2
105356,63855,1,1
59979,160390,1,1
59979,154248,1,1
59979,167024,1,1
42578,45830,1,1
105356,154248,1,1
67628,69862,2,2
105613,102864,1,1
105613,50025,1,1
105613,115295,1,1
129442,92488,1,1
19478,67592,1,1
124721,174784,1,1
59926,170023,1,1
124721,102864,1,1
92520,3209,1,1
74505,55474,1,1
74505,159037,1,1
17530,170023,1,1
64346,63855,1,1
159607,170023,1,1
159607,43227,1,1
100308,112284,2,2
170646,45013,2,2
122268,89415,1,2
154709,89415,2,2
135588,89415,2,2
31123,109523,1,2
129010,133109,1,1
76683,45013,2,2
106318,154709,2,2
78029,12149,2,2
121847,156422,1,1
32169,102864,1,1
137102,170023,1,1
92520,67086,1,1
109523,124438,2,2
137102,164867,1,1
50620,28746,1,1
37272,28746,1,1
136098,96341,2,2
137102,27411,1,1
90687,43227,1,1
105356,69632,1,1
105356,6599,1,1
4579,102864,1,1
173453,164867,1,1
40525,107574,2,2
40525,58670,2,1
42578,53588,1,1
145516,28746,1,1
94177,94177,1,1
94177,114484,1,1
90687,157747,1,1
152808,125401,1,1
131501,75451,1,1
59979,63074,1,1
152808,164867,1,1
152808,102864,1,1
152808,51187,1,1
152808,113001,1,1
152808,28558,1,1
152808,12737,1,1
75451,75451,1,1
131501,90687,1,1
174900,130455,1,1
131501,107666,1,1
173453,22372,1,1
59979,159270,1,1
158435,70559,2,2
158435,58751,2,2
173453,44573,1,1
125216,43227,1,1
10165,31668,1,1
10165,20739,1,1
59979,140497,1,1
114840,90687,1,1
173245,128180,2,2
136723,27411,1,1
25755,31668,1,1
25755,20739,1,1
132517,45830,1,1
40525,128180,2,2
173245,109969,2,2
173245,149869,2,2
124721,31668,1,1
124721,20739,1,1
59979,154248,1,1
90687,8640,1,1
90687,90687,1,1
67153,173036,2,2
4346,45830,1,1
128370,8640,1,1
124003,45830,1,1
161566,105352,1,1
59926,31873,1,1
18929,43227,1,1
18929,99163,1,1
59979,124548,1,1
59979,124548,1,1
121542,97434,2,2
59979,154248,1,1
161566,67749,1,1
38128,14818,1,1
38128,167791,1,1
115597,131510,1,1
115597,6236,1,1
71734,96341,2,2
105356,33082,1,1
124721,125799,1,2
62160,99163,1,1
121542,96341,2,2
78901,144136,1,1
78901,6599,1,1
124796,96341,2,2
27178,75451,1,1
73888,75451,1,1
112858,102371,1,1
112858,112858,1,1
112858,102371,1,1
112858,102371,1,1
112858,102371,1,1
112858,102371,1,1
81743,99163,1,1
152808,43227,1,1
2619,50114,1,1
152808,150036,1,1
97141,103679,1,1
152808,45697,1,1
168811,28771,2,2
75451,75451,1,1
28771,164758,2,2
168811,154709,2,2
42578,131510,1,1
42578,6236,1,1
111006,75451,1,1
48347,12737,1,1
170646,143766,2,2
97141,140497,1,1
167791,84948,1,1
131501,158308,1,1
56164,75451,1,1
4346,170646,1,2
170646,2835,2,2
158014,150991,1,1
170646,139326,2,2
158014,93947,1,1
122173,27411,1,1
124003,92488,1,1
92520,48937,1,1
32906,75451,1,1
159270,18963,1,1
31873,4346,1,1
130553,58751,2,2
32906,75451,1,1
154248,160390,1,1
154248,154248,1,1
154248,167024,1,1
28413,40554,2,2
96341,58751,2,2
145442,40554,2,2
128370,167791,1,1
13427,22386,2,2
76683,128789,2,2
74007,93947,1,1
92520,92488,1,1
158014,12737,1,1
62009,77433,1,1
62009,28840,1,2
158014,102864,1,1
158014,51187,1,1
34646,93947,1,1
92520,150036,1,1
141486,134630,1,1
146879,102864,1,1
146879,51187,1,1
34646,143193,1,1
129126,22204,1,1
42578,6236,1,1
130553,97434,2,2
86249,154248,1,1
170646,149869,2,2
124796,96341,2,2
170646,96341,2,2
93970,31873,1,1
168528,141298,2,1
153938,158308,1,1
93970,10925,1,1
72643,137719,2,2
72643,46649,2,1
72643,11222,2,1
72643,102864,2,1
93970,92520,1,1
131510,113133,1,1
131510,38638,1,1
78901,143193,1,1
15368,97434,2,2
131510,113133,1,1
26400,134630,1,1
26400,114484,1,1
63213,113001,1,1
51892,31668,1,1
51892,20739,1,1
131510,113133,1,1
71601,42174,1,1
14736,124721,1,1
136098,42450,2,2
136098,70020,2,2
128407,164867,1,1
170646,97434,2,2
46722,58670,1,1
136098,65244,2,2
124548,58085,1,1
44497,70559,2,2
46722,89520,1,1
149869,109969,2,2
149869,149869,2,2
170646,97434,2,2
136098,40554,2,2
46722,96858,1,1
46722,12737,1,1
63213,58085,1,1
166017,78605,1,1
77433,28840,1,2
93970,22372,1,1
63213,141461,1,1
166017,92520,1,1
93970,102864,1,1
44497,97434,2,2
131635,68157,1,1
86878,102864,1,1
176529,22372,1,1
467,141461,1,1
111006,75451,1,1
121450,62160,1,1
76683,174293,2,2
15368,87558,2,1
76683,25239,2,2
15368,96341,2,2
15368,95650,2,1
15368,96341,2,2
111006,75451,1,1
76683,149869,2,2
159873,142347,2,2
159873,22386,2,2
159873,47405,2,2
48589,102864,1,1
62160,121450,1,1
159607,141461,1,1
159607,141461,1,1
71734,40554,2,2
44497,95650,2,1
44497,96341,2,2
32174,72135,1,1
40374,4346,1,1
50114,28840,1,2
62009,43227,1,1
72643,128180,2,2
174788,170646,2,2
176820,58085,1,1
111006,75451,1,1
111006,26071,1,1
159607,12737,1,1
467,58085,1,1
140400,58085,1,1
100137,66210,1,1
51892,102864,1,1
72643,170646,2,2
128180,109969,2,2
128180,149869,2,2
100137,102864,1,1
100137,51187,1,1
100137,27411,1,1
32174,50231,1,1
100137,43227,1,1
131501,140400,1,1
100137,12737,1,1
161566,67749,1,1
32174,45915,1,1
32174,20111,1,1
32174,167024,1,1
32174,6599,1,1
128180,174293,2,2
128180,58751,2,2
132625,96341,2,2
97141,150036,1,1
132625,96341,2,2
32906,48843,1,1
128180,128180,2,2
32906,48843,1,1
71734,28840,2,2
32174,32174,1,1
32174,112721,1,1
32906,12737,1,1
84143,40554,2,2
132625,96341,2,2
132625,72977,2,2
132625,40554,2,2
10129,134568,2,1
131501,22372,1,1
59979,36898,1,1
166249,150036,1,1
132625,128789,2,2
22611,22611,1,1
62009,40437,1,1
48035,40554,2,2
161566,137030,1,1
161566,105352,1,1
156872,67749,1,1
15368,96341,2,2
15368,164758,2,2
75451,12737,1,1
160390,154248,1,1
160390,167024,1,1
160390,167024,1,1
97338,107666,1,1
43316,167024,1,1
43316,6599,1,1
97338,31668,1,1
97338,20739,1,1
132625,96341,2,2
42588,114484,1,1
111006,75451,1,1
111006,26071,1,1
174788,40554,2,2
25755,25215,1,1
174788,96341,2,2
150235,145442,2,2
75766,96341,2,2
132625,96341,2,2
136723,122628,1,1
174788,96341,2,2
90850,20692,1,1
173616,99163,1,1
132625,96341,2,2
87558,54227,1,1
87558,46649,1,1
129551,106933,2,2
384,44325,2,2
38128,128095,1,1
38128,102864,1,1
54499,12737,1,1
75451,26071,1,1
159873,114560,2,2
159873,170646,2,2
78901,93947,1,1
111990,119658,1,1
111990,9399,1,1
14736,35366,1,1
14736,168182,1,1
14736,58670,1,1
93938,88373,1,1
96341,96341,2,2
75451,100702,1,1
96341,96341,2,2
123662,72977,2,2
111990,16963,1,1
111990,69992,1,1
43041,159358,2,2
78901,97141,1,1
14652,96858,1,1
14652,12737,1,1
111990,9399,1,1
111990,119658,1,1
173131,46450,1,1
161566,44573,1,1
25755,75451,1,1
25755,26071,1,1
143076,164867,1,1
143076,6599,1,1
155985,6599,1,1
102922,99163,1,1
165842,114484,1,1
173616,31668,1,1
173616,20739,1,1
147634,92924,1,1
19374,120206,2,2
86144,58916,1,1
109411,170436,1,1
109411,44428,1,1
21243,104885,1,1
44361,123118,1,1
31027,92488,1,1
135880,74814,1,1
123003,123003,1,1
59247,31250,1,1
98695,102864,1,1
29669,139585,1,1
98695,121663,1,1
45954,109411,1,1
13969,42037,1,1
13969,16002,1,1
53588,71926,1,1
9082,72066,1,1
9082,102864,1,1
107717,33082,1,1
107717,93947,1,1
107717,130455,1,1
5166,150036,1,1
131501,48641,1,1
149355,58670,1,1
104182,64723,1,1
104182,137203,1,1
119196,10656,1,1
84985,47405,2,2
132625,65244,2,2
69773,71926,1,1
161792,154248,1,1
93972,34187,1,1
160057,49429,1,1
81563,71926,1,1
105356,58670,1,1
31435,123003,1,1
79566,63643,1,1
132625,155947,2,2
95448,123118,1,1
147634,134630,1,1
42037,16002,1,1
84985,51175,2,2
41322,71926,1,1
59498,36675,1,1
92520,48641,1,1
54037,102864,1,1
75451,75451,1,1
119196,58670,1,1
165515,55474,1,1
165515,134630,1,1
136322,43024,1,1
136322,112080,1,1
136322,12737,1,1
71867,91426,1,1
71867,109411,1,1
95448,123118,1,1
98957,31668,1,1
98957,20739,1,1
1361,28419,1,1
105356,104885,1,1
30966,58670,1,1
21528,173490,1,1
77194,71926,1,1
21243,48641,1,1
55301,154248,1,1
60374,121257,1,1
128765,31873,1,1
63643,31873,1,1
77194,132052,1,1
938,102864,1,1
123733,48641,1,1
54037,58670,1,1
165515,161442,1,1
105356,71926,1,1
66579,53762,2,2
10165,139585,1,1
52179,26071,1,1
119196,58670,1,1
46722,8361,1,1
98841,19158,1,1
125900,71926,1,1
52228,71926,1,1
119357,27934,1,1
45615,102864,1,1
81991,109988,1,1
81991,34588,1,2
165515,134630,1,1
146879,119658,1,1
123885,48641,1,1
95448,41971,1,1
44325,51175,2,2
162527,34360,1,1
162527,90850,1,1
162527,19158,1,1
57421,64542,1,1
82596,26037,1,1
162527,34360,1,1
21089,102864,1,1
111990,92520,1,1
42854,77704,1,1
113317,82922,1,1
160390,129957,1,1
121257,71926,1,1
132484,102864,1,1
150653,104885,1,1
44497,51175,2,2
77495,48641,1,1
43462,71946,1,1
39456,71926,1,1
34187,102864,1,1
34187,96338,1,1
34187,86200,1,1
128370,137913,1,1
128370,167791,1,1
84433,134669,1,1
19478,99823,1,1
62696,71926,1,1
134669,48641,1,1
164796,58670,1,1
57130,102864,1,1
121158,6599,1,1
85265,71926,1,1
164106,129957,1,1
145475,71926,1,1
19846,58670,1,1
118306,72066,1,1
118306,102864,1,1
127318,47405,2,2
165515,104885,1,1
25499,74814,1,1
27326,16002,1,1
100663,155109,1,1
95448,153433,1,1
55467,103679,1,1
55467,102864,1,1
128765,74814,1,1
43966,16002,1,1
43966,1524,1,1
43966,101224,1,1
43966,131635,1,1
93970,139585,1,1
38033,121257,1,1
56068,71926,1,1
84357,71867,1,1
25890,25890,1,1
16002,36399,1,1
16002,101224,1,1
163271,20111,1,1
136724,124540,1,1
136724,20248,1,1
46722,64529,1,1
11397,10656,1,1
9082,81991,1,1
84357,46649,1,1
59768,10656,1,1
165515,161442,1,1
58670,104885,1,1
143282,17530,1,1
59768,58670,1,1
67592,67592,1,1
69323,124540,1,1
69323,20248,1,1
159331,104885,1,1
121158,58670,1,1
121158,6599,1,1
139398,150036,1,1
158936,16002,1,1
67592,67592,1,1
113177,104885,1,1
113177,44185,1,1
113177,46649,1,1
154248,129957,1,1
69720,129957,1,1
165758,45697,1,1
82596,31873,1,1
92488,16002,1,1
59768,139585,1,1
59768,29463,1,1
69720,104885,1,1
1691,145113,1,1
1691,1691,1,1
60992,116587,1,1
229,102864,1,1
59768,165774,1,1
135840,16002,1,1
142499,64542,1,1
132484,18963,1,1
86857,104885,1,1
36399,101224,1,1
36399,16002,1,1
64754,16002,1,1
4346,163960,1,1
69932,89021,1,1
21528,92924,1,1
27934,28419,1,1
148806,139585,1,1
124134,72066,1,1
124134,102864,1,1
124540,20248,1,1
98629,92924,1,1
9082,157937,1,1
42174,43966,1,1
143282,103840,1,1
143282,174784,1,1
143282,102864,1,1
143282,49569,1,1
70516,129957,1,1
9082,48641,1,1
145113,1691,1,1
136724,105803,1,1
142805,58670,1,1
107662,157937,1,1
165758,71926,1,1
152470,102371,1,1
152470,102864,1,1
5965,45697,1,1
46722,121257,1,1
175734,137913,1,1
144159,12737,1,1
103605,100137,1,1
65164,121234,1,1
65164,21596,1,1
105870,170436,1,1
105870,44428,1,1
128765,43316,1,1
31435,89021,1,1
28419,27934,1,1
52584,48641,1,1
118306,134630,1,1
120400,16002,1,1
120400,1524,1,1
120400,101224,1,1
120400,131635,1,1
160046,71926,1,1
118306,55474,1,1
118306,134630,1,1
96658,114484,1,1
99595,104885,1,1
111990,137913,1,1
105870,102624,1,1
105870,44428,1,1
80258,72066,1,1
80258,102864,1,1
114491,92924,1,1
59768,45697,1,1
24464,163960,1,1
44325,47405,2,2
39501,96238,1,1
111990,58670,1,1
111990,6599,1,1
111990,31873,1,1
141486,33082,1,1
117201,129957,1,1
103605,131895,1,1
105870,102864,1,1
160057,72066,1,1
160057,102864,1,1
119798,36675,1,1
169941,92924,1,1
44428,71867,1,1
76074,121257,1,1
57421,103833,1,1
39501,8361,1,1
36506,102864,1,1
229,119658,1,1
39501,10656,1,1
64754,105352,1,1
98668,105803,1,1
115969,61398,1,1
65943,157937,1,1
7937,48641,1,1
129442,18161,1,1
53800,72066,1,1
53800,102864,1,1
17530,143193,1,1
141486,48641,1,1
36675,149869,1,2
128560,70328,1,1
43761,173616,1,1
56164,107666,1,1
22204,164374,1,1
22204,28304,1,1
145113,125401,1,1
53706,69862,2,2
132625,75612,2,2
22204,22204,1,1
16002,1524,1,1
16002,101224,1,1
16002,131635,1,1
16002,102864,1,1
82596,139585,1,1
102624,170436,1,1
102624,44428,1,1
22204,74494,1,1
22204,22204,1,1
124540,71926,1,1
22204,133790,1,1
22204,22204,1,1
37430,71926,1,1
1887,25907,1,1
83437,63855,1,1
12065,160281,1,1
134669,44955,1,1
134669,84433,1,1
134669,74827,1,1
46722,2643,1,1
169198,58730,1,1
28237,71926,1,1
49569,103840,1,1
49569,174784,1,1
49569,102864,1,1
49569,49569,1,1
135840,64542,1,1
143116,121257,1,1
44428,102624,1,1
44428,44428,1,1
29669,114484,1,1
52584,45697,1,1
29806,31873,1,1
163271,121663,1,1
65465,23398,1,1
65465,65465,1,1
64542,142228,1,1
34607,112721,1,1
13746,102864,1,1
31528,102864,1,1
175982,157937,1,1
103840,64542,1,1
169941,58730,1,1
46756,77433,1,1
46756,28840,1,2
103840,174784,1,1
103840,102864,1,1
103840,49569,1,1
175982,31873,1,1
87411,121257,1,1
21528,32174,1,1
132625,134630,2,1
93970,139585,1,1
110909,42174,1,1
71289,93682,1,1
129010,17814,1,1
79658,87730,1,1
93970,31873,1,1
62009,31873,1,1
21866,26432,1,1
21866,102864,1,1
56409,12149,2,2
129957,154248,1,1
129957,20111,1,1
129957,167024,1,1
129957,121257,1,1
129957,93947,1,1
39856,69720,1,1
54037,102864,1,1
117979,112721,1,1
56409,12149,2,2
46722,89021,1,1
86200,36113,1,2
89021,114484,1,1
102004,125401,1,1
126304,66052,1,1
126304,174784,1,1
9524,121257,1,1
78802,96001,1,1
78802,36386,1,1
73021,142228,1,1
35524,8361,1,1
93970,71867,1,1
23398,157952,1,1
23398,23398,1,1
50620,100137,1,1
99823,126273,1,1
99823,102864,1,1
142805,157937,1,1
83512,72066,1,1
83512,102864,1,1
142778,174784,1,1
163624,170436,1,1
163624,44428,1,1
104786,121663,1,1
141132,163287,1,1
67917,44482,1,1
36511,156755,1,1
36511,96001,1,1
36511,81604,1,1
36511,96001,1,1
36511,81604,1,1
2819,45697,1,1
41769,54716,1,1
175734,58670,1,1
175734,6599,1,1
40651,36675,1,1
142228,72066,1,1
142228,102864,1,1
103840,72066,1,1
103840,102864,1,1
2819,119085,1,1
73021,25890,1,1
10058,58670,1,1
131186,177260,1,1
103840,84598,1,1
89889,58670,1,1
89889,6599,1,1
129126,124721,1,1
119357,71926,1,1
40437,157937,1,1
15179,28840,1,2
119357,121257,1,1
14501,83216,1,1
14501,14501,1,1
93682,46217,1,1
175734,20248,1,1
124548,18161,1,1
161263,121663,1,1
133234,10656,1,1
128560,104885,1,1
126273,102864,1,1
126273,99823,1,1
126273,102371,1,1
124003,58670,1,1
81555,31873,1,1
129018,31873,1,1
71867,170436,1,1
71867,44428,1,1
171698,121257,1,1
95448,163960,1,1
29724,37757,1,1
44428,170436,1,1
44428,44428,1,1
18161,102371,1,1
18161,6599,1,1
138713,46649,1,1
78598,16002,1,1
78598,11860,1,1
21730,114484,1,1
81160,69720,1,1
59622,21838,1,1
162454,62323,1,1
145113,161250,1,1
169198,31873,1,1
112123,81302,1,1
112123,81302,1,1
81302,81302,1,1
156755,96001,1,1
156755,81604,1,1
70847,26037,1,1
70847,58670,1,1
149355,89021,1,1
96694,55474,1,1
96694,134630,1,1
16386,74007,1,1
19846,153938,1,1
82596,161250,1,1
9082,157937,1,1
